"","disorder","unique_row","study_ID","short_cite","long_cite","peer_reviewed","coder","expt_unique","same_sample","task_type","participant_design","native_language","group_name_1","group_name_2","n_1","n_2","feature","unit","x_1","x_2","SD_1","SD_2","expt_num","expt_condition","n_1_M","n_2_M","n_1_F","n_2_F","mean_age_1","mean_age_2","sd_age_1","sd_age_2","mean_education_1","mean_education_2","sd_education_1","sd_education_2","mean_total_task_duration_1","mean_total_task_duration_2","sd_total_task_duration_1","sd_total_task_duration_2","task_type_specification","native_language_specification","diagnosis_specification","feature_specification","prosody_type","notes","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_sample_calc","all_mod","mean_age_1_years","mean_age_2_years","EffectSize","Variance","StandardError"
"308","rhd",16,"Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).10","C_rhd","constrained","between",NA,"RHD","HC",8,7,"speech_duration","Vowel/Syllable",138,104.285714,24.3545244,14.1975853,NA,"1st syll stress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",1.66014254757193,0.35972625213243,1.55638363834868,0.316165651288269,0.637859479969631,0.0186826690572511,0.754556579892317,0.2,3.01116549732414,1.18345193374454,"between",NA,7.5,"Behrens1988 C",NA,NA,NA,1.56216503076807,0.349202462302297,0.590933551511756
"309","rhd",17,"Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).11","C_rhd","constrained","between",NA,"RHD","HC",8,7,"speech_duration","Vowel/Syllable",136.125,115.571429,30.5634586,39.4666828,NA,"2nd syll unstress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.587991392019476,0.279381605426776,0.551241930018259,0.245550239144628,0.281480911398212,0.054281854033804,0.289289688858542,0.2,1.06649841302012,0.919128640834507,"between",NA,7.5,"Behrens1988 C",NA,NA,NA,0.553289590914282,0.278061455237613,0.527315328089003
"310","rhd",18,"Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).12","C_rhd","constrained","between",NA,"RHD","HC",8,7,"speech_duration","Vowel/Syllable",136.875,128.714286,29.7198226,24.69625,NA,"1st syll unstress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.29658655258246,0.270789262296234,0.278049893046056,0.23799837506505,0.146369795013068,0.0631568517720843,0.14742872185425,0.2,0.537948500514485,0.890860964975552,"between",NA,7.5,"Behrens1988 C",NA,NA,NA,0.279082746067805,0.270453382162234,0.520051326469065
"311","rhd",19,"Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).13","C_rhd","constrained","between",NA,"RHD","HC",8,7,"speech_duration","Vowel/Syllable",170.875,155.714286,42.582483,40.9256003,NA,"2nd syll stress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.362471700336885,0.272236667308647,0.33981721906583,0.23927050837674,0.177946592675596,0.0615217995839256,0.179861330268408,0.2,0.657450939623939,0.895622736602439,"between",NA,7.5,"Behrens1988 C",NA,NA,NA,0.341079514971465,0.271734984041582,0.521282058046871
"312","rhd",20,"Behrens1989","Behrens (1989)","Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.","yes","LNJ, ND","Behrens (1989)","C_rhd","constrained","between","English","RHD","HC",8,7,"F0_contour","Linearity of pitch contour",0.19125,0.478571429,0.159143915,0.205055161,NA,"declaritives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-1.58059679609416,0.35113335058458,-1.48180949633828,0.308613296412229,-0.61919263434113,0.0204875095153124,-0.723694642405841,0.2,-2.86688546386623,1.15518242076628,"between",NA,7.5,"Behrens1989 C",NA,NA,NA,-1.48731387326568,0.341593894777428,0.584460344914373
"313","rhd",21,"Behrens1989","Behrens (1989)","Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.","yes","LNJ, ND","Behrens (1989).1","C_rhd","constrained","between","English","RHD","HC",8,7,"F0_contour","Linearity of pitch contour",0.29,0.558571429,0.184037069,0.26717214,NA,"imperatives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-1.18713150141747,0.3148331829124,-1.11293578257888,0.276708852169101,-0.509581183658759,0.031794851796172,-0.562163888130644,0.2,-2.15321836253343,1.03575965589373,"between",NA,7.5,"Behrens1989 C",NA,NA,NA,-1.11706992941654,0.309451983764032,0.556284085485134
"314","rhd",22,"Behrens1989","Behrens (1989)","Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.","yes","LNJ, ND","Behrens (1989).2","C_rhd","constrained","between","English","RHD","HC",8,7,"F0_contour","Linearity of pitch contour",0.29,0.067142857,0.18293897,0.682879059,NA,"yes/no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.461443604477743,0.274954816194257,0.432603379197884,0.241659506420733,0.224340680505772,0.0586120247400752,0.228222177788162,0.2,0.836966116431676,0.90456508800385,"between",NA,7.5,"Behrens1989 C",NA,NA,NA,0.434210341540248,0.274141763547159,0.523585488289314
"315","rhd",23,"Behrens1989","Behrens (1989)","Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.","yes","LNJ, ND","Behrens (1989).3","C_rhd","constrained","between","English","RHD","HC",8,7,"F0_contour","Linearity of pitch contour",0.37125,0.432857143,0.184037069,0.167602137,NA,"wh-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.348768714155017,0.271911796722921,-0.326970669520329,0.238984977588505,-0.171420890457109,0.0618834319819131,-0.173130204837237,0.2,-0.632596471999156,0.894553955214885,"between",NA,7.5,"Behrens1989 C",NA,NA,NA,-0.328185245222328,0.271447328029864,0.521006072929927
"316","rhd",24,"Behrens1989","Behrens (1989)","Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.","yes","LNJ, ND","Behrens (1989).4","C_rhd","constrained","between","English","RHD","HC",8,7,"F0_contour","Slope of pitch contour",-0.33375,-0.675714286,0.302226854,0.164403684,NA,"declaritives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",1.37716095204637,0.331076219118518,1.29108839254347,0.290984958209635,0.566276153109251,0.0258332118984807,0.642024084947651,0.2,2.49789365926989,1.08919710310272,"between",NA,7.5,"Behrens1989 C",NA,NA,NA,1.29588431076151,0.32383434775307,0.569064449560039
"317","rhd",25,"Behrens1989","Behrens (1989)","Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.","yes","LNJ, ND","Behrens (1989).5","C_rhd","constrained","between","English","RHD","HC",8,7,"F0_contour","Slope of pitch contour",-0.36,-0.584285714,0.6835203,0.505465368,NA,"imperatives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.368977770662807,0.272395296031919,0.345916659996381,0.239409928153054,0.181036800482906,0.0613463268212199,0.18305441337284,0.2,0.669251645844758,0.896144604184223,"between",NA,7.5,"Behrens1989 C",NA,NA,NA,0.347201613080291,0.271875441527995,0.521416763758124
"318","rhd",26,"Behrens1989","Behrens (1989)","Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.","yes","LNJ, ND","Behrens (1989).6","C_rhd","constrained","between","English","RHD","HC",8,7,"F0_contour","Slope of pitch contour",0.54,0.067142857,0.146580061,0.682879059,NA,"yes/no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.992916293656762,0.300719901730779,0.930859025303215,0.264304601130567,0.443879689780064,0.0387495774595227,0.477052171262274,0.2,1.80095094217243,0.989328821872418,"between",NA,7.5,"Behrens1989 C",NA,NA,NA,0.934316823997448,0.296955407110632,0.544936149572252
"319","rhd",27,"Behrens1989","Behrens (1989)","Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.","yes","LNJ, ND","Behrens (1989).7","C_rhd","constrained","between","English","RHD","HC",8,7,"F0_contour","Slope of pitch contour",-0.44,-0.324285714,0.45254834,0.618300281,NA,"wh-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.216101270576511,0.269413801495302,-0.202594941165479,0.236789473970481,-0.107189122700421,0.0647692992778705,-0.107602492878212,0.2,-0.391964347181883,0.886335880317417,"between",NA,7.5,"Behrens1989 C",NA,NA,NA,-0.203347506810736,0.269235483141348,0.518879064080781
"320","rhd",28,"Behrens1989","Behrens (1989)","Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.","yes","LNJ, ND","Behrens (1989).8","C_rhd","constrained","between","English","RHD","HC",8,7,"pitch_variability","Variation of pitch contour",9.75,10,3.918819064,1.414213562,NA,"declaritives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.0824570383932411,0.268083781629829,-0.0773034734936636,0.235620511198092,-0.0411020357639951,0.066385484148068,-0.0411252048693535,0.2,-0.149560523814297,0.881960290344813,"between",NA,7.5,"Behrens1989 C",NA,NA,NA,-0.0775906274476353,0.268057819706067,0.5177430054632
"321","rhd",29,"Behrens1989","Behrens (1989)","Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.","yes","LNJ, ND","Behrens (1989).9","C_rhd","constrained","between","English","RHD","HC",8,7,"pitch_variability","Variation of pitch contour",11.25,13.28571429,3.412163118,2.360387377,NA,"imperatives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.684659277091653,0.283482420380732,-0.641868072273424,0.249154471037752,-0.323232538183123,0.0506708939537278,-0.335252591933912,0.2,-1.2418345615059,0.932619781273711,"between",NA,7.5,"Behrens1989 C",NA,NA,NA,-0.644252375934716,0.281692513653727,0.530747127786601
"322","rhd",30,"Behrens1989","Behrens (1989)","Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.","yes","LNJ, ND","Behrens (1989).10","C_rhd","constrained","between","English","RHD","HC",8,7,"pitch_variability","Variation of pitch contour",9,17.85714286,4.082482905,5.113008619,NA,"yes/no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-1.93093545761665,0.392140867573184,-1.81025199151561,0.344655059390493,-0.693775038735421,0.0136187285772848,-0.855197534077779,0.2,-3.50232950540239,1.2900917441491,"between",NA,7.5,"Behrens1989 C",NA,NA,NA,-1.81697641143565,0.377903918847595,0.614738902988574
"323","rhd",31,"Behrens1989","Behrens (1989)","Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.","yes","LNJ, ND","Behrens (1989).11","C_rhd","constrained","between","English","RHD","HC",8,7,"pitch_variability","Variation of pitch contour",12.5,16.28571429,3.585685828,5.736267245,NA,"wh-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.805108742129588,0.289463812412259,-0.754789445746489,0.254411553877962,-0.372717266036704,0.0459973780341538,-0.391575044990546,0.2,-1.46030572461406,0.952297772313379,"between",NA,7.5,"Behrens1989 C",NA,NA,NA,-0.757593210751693,0.286988725289711,0.535713286459942
"324","rhd",32,"Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994)","D_rhd","constrained","between",NA,"RHD","HC",8,9,"pitch_variability","Mean ratio between contrasting syllables",0.88125,0.81,0.09568363,0.09617692,NA,"compound nouns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.742597215567905,0.252330247127852,0.702815221876767,0.226019025568284,0.347549586554333,0.0427248713938354,0.362653979721709,0.2,1.34692235747917,0.830133239193672,"between",NA,8.5,"Ouellette1994 D",NA,NA,NA,0.704730391764986,0.250718314789853,0.500717799553654
"325","rhd",33,"Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).1","D_rhd","constrained","between",NA,"RHD","HC",8,9,"pitch_variability","Mean ratio between contrasting syllables",0.96,0.893333333,0.085429587,0.136381817,NA,"noun phrases",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.577512719783185,0.245920550567328,0.546574538366229,0.220277687035594,0.276978629812008,0.0482207283508053,0.284406670914775,0.2,1.04749220397992,0.809046182732539,"between",NA,8.5,"Ouellette1994 D",NA,NA,NA,0.54806395274566,0.244945643355205,0.494919835281639
"326","rhd",34,"Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).2","D_rhd","constrained","between",NA,"RHD","HC",8,9,"intensity_variability","Ratio syllable 1/2",0.97,0.954444444,0.026726124,0.029627315,NA,"compound nouns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.549463428171495,0.244990818725757,0.520027887376593,0.219444901084392,0.264489349840321,0.0491017405621744,0.270929311773797,0.2,0.996616416687411,0.805987487574073,"between",NA,8.5,"Ouellette1994 D",NA,NA,NA,0.521444962192188,0.244108312540394,0.4940731854092
"327","rhd",35,"Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).3","D_rhd","constrained","between",NA,"RHD","HC",8,9,"intensity_variability","Ratio syllable 1/2",0.96,0.967777778,0.016035675,0.017873009,NA,"noun phrases",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.456435469292486,0.242238562217824,-0.431983569151817,0.216979630506973,-0.222130831336363,0.0518502327118352,-0.225896425460755,0.2,-0.827882364016659,0.796932926592866,"between",NA,8.5,"Ouellette1994 D",NA,NA,NA,-0.433160723399609,0.241629587943349,0.491558326084859
"328","rhd",36,"Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).4","D_rhd","constrained","between",NA,"RHD","HC",8,9,"pause_duration","Intersyllabic pause",146.5,160.2222222,35.4682957,35.31564022,NA,"Compound Nouns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.387776222055012,0.240533769887325,-0.367002495873493,0.215452601917568,-0.190025679283752,0.053665287668761,-0.192363810379149,0.2,-0.703348265028527,0.791324384630185,"between",NA,8.5,"Ouellette1994 D",NA,NA,NA,-0.368002576843739,0.240094225715924,0.489994107837966
"329","rhd",37,"Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).5","D_rhd","constrained","between",NA,"RHD","HC",8,9,"pause_duration","Intersyllabic pause",163.75,187.6666667,28.04460732,43.59185704,NA,"Noun phrases",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.643698423974007,0.248297807023659,-0.609214579832542,0.222407059926485,-0.305891239794276,0.0460692497712871,-0.316006182903369,0.2,-1.16753979216262,0.816867042993846,"between",NA,8.5,"Ouellette1994 D",NA,NA,NA,-0.610874688183132,0.247086637130606,0.497078099628827
"330","rhd",38,"Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).6","D_rhd","constrained","between",NA,"RHD","HC",8,9,"speech_duration_ratio","Ratio syllable 1/2",1.1775,1.22444444,0.16024535,0.16133127,NA,"compound nouns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.291896890789689,0.238617105077367,-0.276259557354527,0.213735793419108,-0.144173552546127,0.0558173290102518,-0.145185129960274,0.2,-0.529442394936283,0.785018810148926,"between",NA,8.5,"Ouellette1994 D",NA,NA,NA,-0.277012364022779,0.238368047870567,0.488229503277472
"331","rhd",39,"Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).7","D_rhd","constrained","between",NA,"RHD","HC",8,9,"speech_duration_ratio","Ratio syllable 1/2",1.25625,1.29555556,0.15564956,0.22153505,NA,"noun phrases",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.203025430759681,0.237323444215086,-0.192149068397555,0.212577026403118,-0.100820585794281,0.0573408320296893,-0.101164291169617,0.2,-0.368247397235287,0.7807628365023,"between",NA,8.5,"Ouellette1994 D",NA,NA,NA,-0.192672674173852,0.237202956975032,0.487034862176243
"332","rhd",40,"Gandour1995","Gandour et al. (1995)","Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.","yes","LNJ, ND","Gandour et al. (1995)","E_rhd","constrained","between","Thai","RHD","HC",12,9,"pitch_variability","F0 variability (z-score)",0.073611111,0.082517483,0.04330127,0.096503497,NA,"happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.125870088254162,0.194821665375804,-0.120625501243572,0.178924758652431,-0.0621690486520978,0.0471603509957694,-0.0622493291676551,0.111111111111111,-0.228303086051505,0.640937588673532,"between",NA,10.5,"Gandour1995 E",NA,NA,NA,-0.12082400083866,0.194792026329651,0.44135249668451
"333","rhd",41,"Gandour1995","Gandour et al. (1995)","Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.","yes","LNJ, ND","Gandour et al. (1995).1","E_rhd","constrained","between","Thai","RHD","HC",12,9,"pitch_variability","F0 variability (z-score)",0.063888889,0.06013986,0.04330127,0.205594406,NA,"neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.0272824277611712,0.194462166607886,0.0261456599377891,0.178594593985368,0.0135000699212544,0.0475973541289894,0.0135008901486923,0.111111111111111,0.0494848501279783,0.639754885132854,"between",NA,10.5,"Gandour1995 E",NA,NA,NA,0.0261886848608563,0.194460774140033,0.440977067589726
"334","rhd",42,"Gandour1995","Gandour et al. (1995)","Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.","yes","LNJ, ND","Gandour et al. (1995).2","E_rhd","constrained","between","Thai","RHD","HC",12,9,"pitch_variability","F0 variability (z-score)",0.063888889,0.064335664,0.014433757,0.264335664,NA,"sad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.00259942022888336,0.194444605325052,-0.00249111105267989,0.178578465654432,-0.00128637833756855,0.0476188506229718,-0.00128637904712231,0.111111111111111,-0.00471482675852621,0.639697110828073,"between",NA,10.5,"Gandour1995 E",NA,NA,NA,-0.00249521038930587,0.194444592684323,0.440958719932289
"335","rhd",43,"Gandour1995","Gandour et al. (1995)","Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.","yes","LNJ, ND","Gandour et al. (1995).3","E_rhd","constrained","between","Thai","RHD","HC",12,9,"intensity_variability","Utterance",6.625277162,8.522123894,3.502506289,5.814159292,NA,"happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Paper does not report what error bars represent. Based on size and author's other papers from the same era  we assume they are SE  and have calculated SD based on that assumption","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.410656414297554,0.198459651363581,-0.393545730368489,0.182265895089122,-0.199151421901407,0.0430457914092883,-0.201848774545397,0.111111111111111,-0.744848343171607,0.652906082845552,"between",NA,10.5,"Gandour1995 E",NA,NA,NA,-0.394193343578973,0.198144168066396,0.445133876565687
